رتبه 1 تا 10:
شما در رشته محل های زیر بصورت خوشبینانه شانس قبولی دارید :

رشته قبولی	رتبه کشوری	رتبه در سهمیه	نظام آموزشی	شهر	جنسیت
مامایی - دانشگاه علوم پزشکی سبزوار - روزانه	33709	8987	نظام جدید	مشهد	زن
پرستاری - دانشگاه علوم پزشکی بابل - پردیس خودگردان یا ظرفیت مازاد	33796	9010	نظام جدید	تهران	مرد
اعضای مصنوعی و وسایل کمکی - موسسه آموزش عالی علمی - کاربردی هلال ایران - پردیس خودگردان یا ظرفیت مازاد	33854	9028	نظام جدید	تهران	زن
علوم آزمایشگاهی - دانشکده علوم پزشکی خمین - روزانه	33854	9028	نظام جدید	تهران	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی گیلان - رشت - پردیس خودگردان یا ظرفیت مازاد	33854	9028	نظام جدید	تهران	زن
روانشناسی - دانشگاه غیرانتفاعی علم وفرهنگ -تهران - غیر انتفاعی	33924	9045	نظام جدید	تهران	زن
میکروبیولوژی - دانشگاه غیرانتفاعی علم وفرهنگ -تهران - غیر انتفاعی	34047	9080	نظام جدید	تهران	زن
مامایی - دانشگاه علوم پزشکی قم - پردیس خودگردان یا ظرفیت مازاد	34182	9109	نظام جدید	تهران	زن
شیمی کاربردی - دانشگاه تبریز - نوبت دوم (شبانه)	34182	9109	نظام جدید	تبریز	مرد
دکتری عمومی دامپزشکی - دانشگاه آزاد اسلامی واحد کازرون - دانشگاه آزاد	34208	9115	نظام جدید	شیراز	زن
پرستاری - دانشگاه علوم پزشکی گناباد - پردیس خودگردان یا ظرفیت مازاد	34208	9115	نظام جدید	مشهد	زن
بهداشت عمومی - دانشکده علوم پزشکی نیشابور - روزانه	34237	9123	نظام جدید	مشهد	زن
آموزش ابتدایی - دانشگاه فرهنگیان - پردیس نسیبه تهران - فرهنگیان	34270	9130	نظام جدید	تهرانسر	زن
پرستاری - دانشگاه علوم پزشکی زاهدان - پردیس خودگردان یا ظرفیت مازاد	34306	9137	نظام جدید	مشهد	زن
زیست فناوری - دانشگاه غیرانتفاعی علم وفرهنگ -تهران - غیر انتفاعی	34367	9152	نظام جدید	تهران	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی بندر عباس - روزانه	34404	9161	نظام جدید	شیراز	زن
شیمی کاربردی - دانشگاه یزد - روزانه	34441	9172	نظام جدید	اصفهان	مرد
زیست فناوری - دانشگاه شاهد-تهران - روزانه	34497	9192	نظام جدید	تهران	مرد
علوم آزمایشگاهی - دانشکده علوم پزشکی مراغه - روزانه	34497	9192	نظام جدید	تبریز	زن
زیست فناوری - دانشگاه تخصصی فناوری های نوین آمل - روزانه	34648	9227	نظام جدید	پردیس	زن
حسابداری - دانشگاه خوارزمی - روزانه	34704	9245	نظام جدید	تهران	زن
تکنولوژی پرتوشناسی - دانشگاه علوم پزشکی بندر عباس - پردیس خودگردان یا ظرفیت مازاد	34704	9245	نظام جدید	اصفهان	زن
پرستاری - دانشگاه علوم پزشکی جیرفت - روزانه	34736	9255	نظام جدید	اصفهان	مرد
علوم تغذیه - موسسه غیرانتفاعی علوم پزشکی وارستگان - مشهد - غیر انتفاعی	34736	9255	نظام جدید	مشهد	زن
مامایی - دانشگاه علوم پزشکی مازندران - ساری - پردیس خودگردان یا ظرفیت مازاد	34799	9269	نظام جدید	مشهد	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی فسا - روزانه	34942	9301	نظام جدید	شیراز	مرد
پرستاری - دانشکده علوم پزشکی لارستان - روزانه	34942	9301	نظام جدید	شیراز	مرد
زیست شناسی سلولی و مولکولی - دانشگاه شاهد-تهران - روزانه	35018	9313	نظام جدید	تهران	زن
پرستاری - دانشگاه علوم پزشکی خراسان شمالی - بجنورد - پردیس خودگردان یا ظرفیت مازاد	35050	9322	نظام جدید	مشهد	زن
حسابداری - دانشگاه خوارزمی - نوبت دوم (شبانه)	35085	9335	نظام جدید	تهران	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی یزد - پردیس خودگردان یا ظرفیت مازاد	35126	9344	نظام جدید	تهران	مرد
هوشبری - دانشکده علوم پزشکی خمین - روزانه	35291	9384	نظام جدید	تهران	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی جندی شاپور- اهواز - پردیس خودگردان یا ظرفیت مازاد	35324	9394	نظام جدید	شیراز	زن
پرستاری - دانشگاه علوم پزشکی یزد - پردیس خودگردان یا ظرفیت مازاد	35384	9412	نظام جدید	تهران	زن
آموزش ابتدایی - دانشگاه فرهنگیان - پردیس فاطمه الزهرا تبریز - فرهنگیان	35416	9420	نظام جدید	تبریز	زن
پرستاری - دانشگاه علوم پزشکی زاهدان - روزانه	35562	9454	نظام جدید	مشهد	زن
تکنولوژی اتاق عمل - دانشگاه علوم پزشکی همدان - روزانه	35562	9454	نظام جدید	تهران	مرد
هوشبری - دانشگاه علوم پزشکی گلستان -گرگان - روزانه	35562	9454	نظام جدید	تهران	مرد
شیمی کاربردی - دانشگاه فردوسی مشهد - نوبت دوم (شبانه)	35630	9473	نظام جدید	مشهد	زن
علوم و مهندسی صنایع غذایی - دانشگاه علوم پزشکی تبریز - روزانه	35688	9488	نظام جدید	تبریز	زن
تکنولوژی اتاق عمل - دانشگاه علوم پزشکی سبزوار - روزانه	35904	9534	نظام جدید	تهران	زن
هوشبری - دانشگاه علوم پزشکی شیراز - روزانه	35935	9544	نظام جدید	شیراز	زن
مهندسی بهداشت محیط - دانشگاه علوم پزشکی تهران - روزانه	36139	9588	نظام جدید	تهران	زن
روانشناسی - دانشگاه گلستان -گرگان - روزانه	36139	9588	نظام جدید	مشهد	زن
دکتری عمومی دامپزشکی - دانشگاه آزاد اسلامی واحد سنندج - دانشگاه آزاد	36172	9599	نظام جدید	شیراز	زن
مهندسی بهداشت محیط - دانشگاه علوم پزشکی تهران - روزانه	36328	9632	نظام جدید	شهرجدید پرند	زن
مامایی - دانشگاه علوم پزشکی بیرجند - روزانه	36361	9640	نظام جدید	مشهد	زن
مدیریت مالی - دانشگاه یزد - روزانه	36488	9673	نظام جدید	تهران	زن
مدیریت صنعتی - دانشگاه اصفهان - روزانه	36526	9683	نظام جدید	اصفهان	زن
آموزش علوم تجربی - دانشگاه فرهنگیان - پردیس شهید رجایی - فرهنگیان	36647	9714	نظام جدید	تبریز	مرد
پرستاری - دانشکده علوم پزشکی تربت جام - پردیس خودگردان یا ظرفیت مازاد	36796	9749	نظام جدید	مشهد	زن
روانشناسی - دانشگاه پیام نور واحد تبریز - پیام نور	36796	9749	نظام جدید	تبریز	مرد
مهندسی بهداشت حرفه ای و ایمنی کار - دانشگاه علوم پزشکی شهید بهشتی - پردیس خودگردان یا ظرفیت مازاد	36827	9759	نظام جدید	تهران	زن
روانشناسی - دانشگاه گیلان - رشت - روزانه	36827	9759	نظام جدید	تهران	زن
هوشبری - دانشگاه علوم پزشکی گیلان - رشت - پردیس خودگردان یا ظرفیت مازاد	36857	9765	نظام جدید	تهران	زن
آموزش کار و فناوری - دانشگاه فرهنگیان - پردیس نسیبه تهران - فرهنگیان	36992	9788	نظام جدید	تهران	زن
هوشبری - دانشگاه علوم پزشکی لرستان - خرم آباد - روزانه	37064	9807	نظام جدید	تهران	زن
زیست شناسی گیاهی - دانشگاه شهید بهشتی - تهران - روزانه	37064	9807	نظام جدید	تهران	زن
آموزش ابتدایی - دانشگاه فرهنگیان - پردیس شهید باهنر شیراز - فرهنگیان	37107	9817	نظام جدید	شیراز	زن
دکتری عمومی دامپزشکی - دانشگاه آزاد اسلامی واحد تبریز - دانشگاه آزاد	37178	9836	نظام جدید	تبریز	مرد
حسابداری - دانشگاه اصفهان - روزانه	37178	9836	نظام جدید	اصفهان	زن
مهندسی بهداشت حرفه ای و ایمنی کار - دانشگاه علوم پزشکی شهید بهشتی - پردیس خودگردان یا ظرفیت مازاد	37301	9867	نظام جدید	تهران	مرد
زیست فناوری - دانشگاه غیرانتفاعی علم وفرهنگ -تهران - غیر انتفاعی	37301	9867	نظام جدید	تهران	زن
علوم آزمایشگاهی - موسسه غیرانتفاعی علوم پزشکی وارستگان - مشهد - غیر انتفاعی	37301	9867	نظام جدید	تهران	مرد
آموزش شیمی - دانشگاه فرهنگیان - پردیس شهید چمران - فرهنگیان	37379	9886	نظام جدید	تهران	مرد
هوشبری - دانشگاه علوم پزشکی اراک - پردیس خودگردان یا ظرفیت مازاد	37432	9898	نظام جدید	تهران	زن
مهندسی بهداشت حرفه ای و ایمنی کار - دانشگاه علوم پزشکی کرج - روزانه	37456	9906	نظام جدید	تهران	زن
هوشبری - دانشگاه علوم پزشکی سمنان - روزانه	37490	9913	نظام جدید	تهران	مرد
علوم آزمایشگاهی - دانشکده علوم پزشکی سراب - روزانه	37601	9944	نظام جدید	تبریز	مرد
هوشبری - دانشگاه علوم پزشکی ارتش جمهوری اسلامی ایران - روزانه	37601	9944	نظام جدید	تبریز	مرد
مهندسی بهداشت محیط - دانشگاه علوم پزشکی قم - روزانه	37636	9954	نظام جدید	تهران	مرد
علوم آزمایشگاهی دامپزشکی - دانشگاه بوعلی سینا - همدان - روزانه	37636	9954	نظام جدید	تهران	زن
روانشناسی - دانشگاه شهید مدنی آذربایجان - تبریز - روزانه	37636	9954	نظام جدید	تبریز	زن
علوم آزمایشگاهی - موسسه غیرانتفاعی علوم پزشکی وارستگان - مشهد - غیر انتفاعی	37708	9972	نظام جدید	مشهد	زن
اقتصاد - دانشگاه خوارزمی - روزانه	37708	9972	نظام جدید	تهران	زن
هوشبری - دانشگاه علوم پزشکی همدان - پردیس خودگردان یا ظرفیت مازاد	37775	9987	نظام جدید	تهران	زن
بهداشت عمومی - دانشگاه علوم پزشکی شهید بهشتی - پردیس خودگردان یا ظرفیت مازاد	37907	10012	نظام جدید	تهران	مرد
تکنولوژی اتاق عمل - دانشگاه علوم پزشکی تربت حیدریه - روزانه	38010	10039	نظام جدید	اصفهان	زن
شیمی کاربردی - دانشگاه تبریز - روزانه	38115	10070	نظام جدید	تبریز	زن
شیمی محض - دانشگاه تبریز - روزانه	38207	10092	نظام جدید	تبریز	زن
آموزش ابتدایی - دانشگاه فرهنگیان - پردیس فاطمه الزهرا تبریز - فرهنگیان	38242	10103	نظام جدید	تبریز	زن
علوم تغذیه - موسسه غیرانتفاعی علوم پزشکی وارستگان - مشهد - غیر انتفاعی	38443	10146	نظام جدید	مشهد	زن
پرستاری - دانشگاه علوم پزشکی مشهد - پردیس خودگردان یا ظرفیت مازاد	38476	10155	نظام جدید	تهران	مرد
علوم و مهندسی صنایع غذایی - دانشگاه تهران - روزانه	31280	8378	نظام جدید	کرج	زن
مامایی - دانشگاه علوم پزشکی گیلان - رشت - روزانه	31350	8394	نظام جدید	لنگرود	زن
هوشبری - دانشکده علوم پزشکی نیشابور - پردیس خودگردان یا ظرفیت مازاد	31472	8433	نظام جدید	نیشابور	زن
هوشبری - دانشگاه علوم پزشکی بقیه الله - تهران - روزانه	31598	8465	نظام جدید	تهران	مرد
مدیریت بیمه اکو - دانشگاه علامه طباطبایی - تهران - روزانه	31653	8485	نظام جدید	تهران	مرد
هوشبری - دانشگاه علوم پزشکی شهرکرد - روزانه	31974	8571	نظام جدید	شهرکرد	مرد
بهداشت عمومی - دانشکده علوم پزشکی ساوه - روزانه	31974	8571	نظام جدید	ساوه	زن
مامایی - دانشگاه علوم پزشکی ارومیه - روزانه	32029	8585	نظام جدید	ارومیه	زن
روانشناسی - دانشگاه یزد - روزانه	32134	8614	نظام جدید	یزد	زن
زیست فناوری - دانشگاه غیر انتفاعی علم و فرهنگ - تهران - غیر انتفاعی	32198	8635	نظام جدید	تهران	زن
تکنولوژی پرتوشناسی - دانشگاه علوم پزشکی زاهدان - روزانه	32533	8716	نظام جدید	زاهدان	زن
علوم آزمایشگاهی - دانشکده علوم پزشکی مراغه - پردیس خودگردان یا ظرفیت مازاد	32791	8766	نظام جدید	مراغه	مرد
گفتار درمانی - دانشگاه علوم پزشکی جندی شاپور- اهواز - پردیس خودگردان یا ظرفیت مازاد	32995	8809	نظام جدید	اهواز	زن
پرستاری - دانشکده علوم پزشکی ساوه - پردیس خودگردان یا ظرفیت مازاد	33053	8824	نظام جدید	ساوه	زن
شیمی کاربردی - دانشگاه خوارزمی - نوبت دوم (شبانه)	33090	8834	نظام جدید	کرج	مرد
پرستاری - دانشگاه علوم پزشکی بیرجند - روزانه	33151	8850	نظام جدید	قائن	زن
مدیریت صنعتی - دانشگاه اصفهان - نوبت دوم (شبانه)	33151	8850	نظام جدید	اصفهان	زن
تکنولوژی اتاق عمل - دانشگاه شاهد-تهران - پردیس خودگردان یا ظرفیت مازاد	33263	8879	نظام جدید	تهران	مرد
تکنولوژی اتاق عمل - دانشکده علوم پزشکی خمین - روزانه	33263	8879	نظام جدید	خمین	مرد
هوشبری - دانشگاه علوم پزشکی بوشهر - روزانه	33442	8919	نظام جدید	بوشهر	زن
علوم و مهندسی صنایع غذایی - دانشگاه فردوسی مشهد - روزانه	33442	8919	نظام جدید	مشهد	زن
علوم قرآن و حدیث - دانشگاه علوم و معارف قران کریم - سازمان اوقاف و امور خیریه - روزانه	33580	8954	نظام جدید	مشهد	زن
پرستاری - دانشگاه علوم پزشکی ایرانشهر - روزانه	33637	8967	نظام جدید	چابهار	زن
اقتصاد - دانشگاه فردوسی مشهد - روزانه	33709	8987	نظام جدید	مشهد	مرد
علوم آزمایشگاهی - دانشگاه علوم پزشکی شیراز - روزانه	33769	9001	نظام جدید	استهبان	زن
علوم آزمایشگاهی - دانشکده علوم پزشکی خمین - روزانه	33854	9028	نظام جدید	خمین	زن
بهداشت عمومی - دانشگاه علوم پزشکی اصفهان - روزانه	34018	9072	نظام جدید	اصفهان	زن
هوشبری - دانشگاه علوم پزشکی سمنان - روزانه	34160	9103	نظام جدید	سرخه	مرد
مامایی - دانشگاه علوم پزشکی گیلان - رشت - پردیس خودگردان یا ظرفیت مازاد	34160	9103	نظام جدید	رشت	زن
مامایی - دانشگاه علوم پزشکی قزوین - پردیس خودگردان یا ظرفیت مازاد	34160	9103	نظام جدید	قزوین	زن
مهندسی بهداشت محیط - دانشگاه علوم پزشکی تهران - پردیس خودگردان یا ظرفیت مازاد	34237	9123	نظام جدید	تهران	مرد
مهندسی بهداشت حرفه ای و ایمنی کار - دانشگاه علوم پزشکی اصفهان - روزانه	34337	9145	نظام جدید	اصفهان	زن
روانشناسی - موسسه غیرانتفاعی سراج - تبریز - غیر انتفاعی	34497	9192	نظام جدید	تبریز	مرد
شیمی کاربردی - دانشگاه فردوسی مشهد - روزانه	34675	9235	نظام جدید	مشهد	زن
شیمی محض - دانشگاه الزهرا (ویژه خواهران) -تهران - روزانه	34736	9255	نظام جدید	تهران	زن
زیست فناوری - دانشگاه کاشان - روزانه	34980	9308	نظام جدید	کاشان	زن
پرستاری - دانشگاه علوم پزشکی سبزوار - روزانه	35530	9446	نظام جدید	جوین - نقاب	مرد
پرستاری - دانشگاه علوم پزشکی زاهدان - روزانه	35562	9454	نظام جدید	خاش	زن
مامایی - دانشگاه علوم پزشکی همدان - روزانه	35751	9500	نظام جدید	همدان	زن
زیست فناوری - دانشگاه غیر انتفاعی علم و فرهنگ - تهران - غیر انتفاعی	35840	9522	نظام جدید	تهران	زن
پرستاری - دانشکده علوم پزشکی خمین - پردیس خودگردان یا ظرفیت مازاد	36044	9564	نظام جدید	خمین	مرد
تکنولوژی اتاق عمل - دانشگاه علوم پزشکی یاسوج - روزانه	36251	9617	نظام جدید	بویر احمد(یاسوج)	مرد
مهندسی بهداشت محیط - دانشگاه علوم پزشکی شهید بهشتی - روزانه	36423	9656	نظام جدید	تهران	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی جهرم - روزانه	36488	9673	نظام جدید	جهرم	زن
حسابداری - دانشگاه خوارزمی - نوبت دوم (شبانه)	36558	9692	نظام جدید	تهران	زن
تکنولوژی اتاق عمل - دانشگاه علوم پزشکی شیراز - روزانه	36586	9699	نظام جدید	استهبان	مرد
تکنولوژی اتاق عمل - دانشگاه علوم پزشکی گناباد - روزانه	36647	9714	نظام جدید	گناباد	زن
بیولوژی و کنترل ناقلین بیماری ها - دانشگاه علوم پزشکی شیراز - روزانه	36767	9740	نظام جدید	شیراز	زن
تکنولوژی اتاق عمل - دانشکده علوم پزشکی خمین - روزانه	36827	9759	نظام جدید	خمین	مرد
مهندسی بهداشت حرفه ای و ایمنی کار - دانشگاه علوم پزشکی کرج - روزانه	37456	9906	نظام جدید	کرج	زن
هوشبری - دانشکده علوم پزشکی نیشابور - روزانه	37523	9921	نظام جدید	نیشابور	زن
پرستاری - دانشگاه علوم پزشکی یزد - پردیس خودگردان یا ظرفیت مازاد	37573	9936	نظام جدید	یزد	مرد
مامایی - دانشگاه علوم پزشکی بم - روزانه	38010	10039	نظام جدید	بم	زن
تکنولوژی اتاق عمل - دانشگاه علوم پزشکی بیرجند - روزانه	38172	10082	نظام جدید	قائن	زن
شیمی محض - دانشگاه اصفهان - روزانه	38281	10114	نظام جدید	اصفهان	مرد
شیمی کاربردی - دانشگاه الزهرا (ویژه خواهران) -تهران - نوبت دوم (شبانه)	38541	10172	نظام جدید	تهران	زن
علوم آزمایشگاهی - دانشکده علوم پزشکی خمین - پردیس خودگردان یا ظرفیت مازاد	38541	10172	نظام جدید	خمین	زن

شما در رشته محل های زیر بصورت بدبینانه شانس قبولی دارید :

رشته قبولی	رتبه کشوری	رتبه در سهمیه	نظام آموزشی	شهر	جنسیت
علوم آزمایشگاهی - دانشگاه علوم پزشکی لرستان - خرم آباد - پردیس خودگردان یا ظرفیت مازاد	38610	10185	نظام جدید	تهران	زن
زیست شناسی گیاهی - دانشگاه الزهرا (ویژه خواهران) -تهران - روزانه	38909	10249	نظام جدید	تهران	زن
مامایی - دانشگاه علوم پزشکی بیرجند - روزانه	38909	10249	نظام جدید	مشهد	زن
تکنولوژی پرتوشناسی - دانشگاه علوم پزشکی زاهدان - پردیس خودگردان یا ظرفیت مازاد	38909	10249	نظام جدید	مشهد	زن
علوم تغذیه - موسسه غیرانتفاعی علوم پزشکی وارستگان - مشهد - غیر انتفاعی	38976	10267	نظام جدید	مشهد	زن
علوم آزمایشگاهی - موسسه غیرانتفاعی علوم پزشکی وارستگان - مشهد - غیر انتفاعی	38976	10267	نظام جدید	مشهد	زن
تکنولوژی اتاق عمل - دانشکده علوم پزشکی لارستان - روزانه	39039	10281	نظام جدید	شیراز	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی بم - روزانه	39039	10281	نظام جدید	اصفهان	زن
حسابداری - دانشگاه بین المللی امام خمینی - قزوین - روزانه	39039	10281	نظام جدید	تهران	مرد
آموزش ابتدایی - دانشگاه فرهنگیان - پردیس نسیبه تهران - فرهنگیان	39069	10289	نظام جدید	تهران	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی مشهد - روزانه	39069	10289	نظام جدید	تهران	زن
آموزش ابتدایی - دانشگاه فرهنگیان - پردیس زینبیه پیشوا - فرهنگیان	39097	10295	نظام جدید	تهران	زن
تکنولوژی پرتودرمانی - دانشگاه علوم پزشکی کردستان - سنندج - پردیس خودگردان یا ظرفیت مازاد	39156	10309	نظام جدید	تهرانسر	مرد
شیمی محض - دانشگاه خوارزمی - روزانه	39194	10322	نظام جدید	تهران	زن
تکنولوژی اتاق عمل - دانشکده علوم پزشکی گراش - روزانه	39295	10347	نظام جدید	شیراز	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی همدان - پردیس خودگردان یا ظرفیت مازاد	39367	10363	نظام جدید	تهران	مرد
شیمی محض - دانشگاه شیراز - روزانه	39405	10373	نظام جدید	تهران	مرد
تکنولوژی اتاق عمل - دانشکده علوم پزشکی تربت جام - روزانه	39479	10392	نظام جدید	مشهد	زن
علوم تغذیه - موسسه غیرانتفاعی علوم پزشکی وارستگان - مشهد - غیر انتفاعی	39633	10433	نظام جدید	مشهد	زن
آموزش دانش آموزان با نیاز های ویژه - دانشگاه فرهنگیان - پردیس شهید بهشتی - فرهنگیان	39693	10445	نظام جدید	مشهد	مرد
حسابداری - دانشگاه خوارزمی - نوبت دوم (شبانه)	39881	10493	نظام جدید	تهران	مرد
شیمی کاربردی - دانشگاه کاشان - روزانه	40001	10524	نظام جدید	اصفهان	مرد
تکنولوژی اتاق عمل - دانشگاه علوم پزشکی یاسوج - روزانه	40001	10524	نظام جدید	اصفهان	زن
مامایی - دانشگاه علوم پزشکی خراسان شمالی - بجنورد - روزانه	40042	10537	نظام جدید	مشهد	زن
مهندسی بهداشت محیط - دانشگاه علوم پزشکی تبریز - روزانه	40042	10537	نظام جدید	تبریز	زن
میکروبیولوژی - دانشگاه غیرانتفاعی علم وفرهنگ -تهران - غیر انتفاعی	40193	10579	نظام جدید	تهران	زن
هوشبری - دانشگاه علوم پزشکی بوشهر - روزانه	40339	10616	نظام جدید	شیراز	مرد
علوم آزمایشگاهی - دانشکده علوم پزشکی گراش - روزانه	40365	10621	نظام جدید	تهران	زن
روانشناسی - دانشگاه یاسوج - روزانه	40390	10626	نظام جدید	اصفهان	زن
مدیریت خدمات بهداشتی درمانی - دانشگاه علوم پزشکی اصفهان - روزانه	40390	10626	نظام جدید	اصفهان	زن
شنوایی شناسی - دانشگاه علوم پزشکی اصفهان - مناطق محروم	40816	10711	نظام جدید	اصفهان	مرد
هوشبری - دانشگاه علوم پزشکی گناباد - روزانه	40850	10721	نظام جدید	مشهد	زن
کاردانی دامپزشکی - دانشگاه تخصصی فناوری های نوین آمل - روزانه	40914	10732	نظام جدید	تبریز	مرد
روانشناسی - دانشگاه حکیم سبزواری - سبزوار - روزانه	41121	10782	نظام جدید	مشهد	زن
شیمی محض - دانشگاه خوارزمی - روزانه	41121	10782	نظام جدید	تهران	زن
علوم آزمایشگاهی - موسسه غیرانتفاعی علوم پزشکی وارستگان - مشهد - غیر انتفاعی	41313	10824	نظام جدید	مشهد	زن
مدیریت مالی - دانشگاه تهران - روزانه	41417	10850	نظام جدید	تهرانسر	مرد
زیست شناسی سلولی و مولکولی - دانشگاه تخصصی فناوری های نوین آمل - روزانه	41492	10867	نظام جدید	تهران	مرد
آموزش علوم تجربی - دانشگاه فرهنگیان - پردیس شهید باهنر اصفهان - فرهنگیان	41827	10945	نظام جدید	اصفهان	مرد
بهداشت عمومی - دانشکده علوم پزشکی مراغه - روزانه	41827	10945	نظام جدید	تبریز	زن
علوم تغذیه - دانشگاه علوم پزشکی زابل - روزانه	41827	10945	نظام جدید	تهران	مرد
شیمی کاربردی - دانشگاه کاشان - روزانه	41863	10956	نظام جدید	اصفهان	زن
شیمی کاربردی - دانشگاه الزهرا (ویژه خواهران) -تهران - نوبت دوم (شبانه)	41863	10956	نظام جدید	تهران	زن
بیولوژی و کنترل ناقلین بیماری ها - دانشگاه علوم پزشکی شیراز - روزانه	41947	10969	نظام جدید	تهران	زن
پرستاری - دانشگاه علوم پزشکی دزفول - پردیس خودگردان یا ظرفیت مازاد	41992	10976	نظام جدید	اصفهان	مرد
بهداشت عمومی - دانشگاه علوم پزشکی تبریز - روزانه	41992	10976	نظام جدید	تبریز	زن
هوشبری - دانشگاه علوم پزشکی بیرجند - روزانه	42066	10995	نظام جدید	تهران	زن
مهندسی بهداشت حرفه ای و ایمنی کار - دانشگاه علوم پزشکی تبریز - روزانه	42139	11008	نظام جدید	تبریز	زن
مامایی - دانشگاه علوم پزشکی بیرجند - روزانه	42401	11065	نظام جدید	مشهد	زن

رتبه 9500 تا 10000:
شما در رشته محل های زیر بصورت خوشبینانه شانس قبولی دارید :

رشته قبولی	رتبه کشوری	رتبه در سهمیه	نظام آموزشی	شهر	جنسیت
پرستاری - دانشگاه علوم پزشکی تبریز - روزانه	26977	7335	نظام جدید	تبریز	زن
علوم تغذیه - موسسه غیرانتفاعی علوم پزشکی وارستگان - مشهد - غیر انتفاعی	27041	7356	نظام جدید	مشهد	زن
تکنولوژی پرتوشناسی - دانشگاه علوم پزشکی شهرکرد - روزانه	27067	7360	نظام جدید	اصفهان	مرد
مامایی - دانشگاه علوم پزشکی بابل - روزانه	27067	7360	نظام جدید	تهران	زن
حسابداری - دانشگاه علامه طباطبایی - تهران - روزانه	27089	7365	نظام جدید	تهران	زن
پرستاری - دانشگاه علوم پزشکی خراسان شمالی - بجنورد - روزانه	27114	7374	نظام جدید	مشهد	مرد
علوم تغذیه - دانشگاه علوم پزشکی لرستان - خرم آباد - روزانه	27114	7374	نظام جدید	اصفهان	زن
تکنولوژی پرتوشناسی - دانشگاه علوم پزشکی گناباد - پردیس خودگردان یا ظرفیت مازاد	27200	7393	نظام جدید	تهران	زن
آموزش ابتدایی - دانشگاه فرهنگیان - پردیس فاطمه الزهرا تبریز - فرهنگیان	27200	7393	نظام جدید	تبریز	زن
آموزش ابتدایی - دانشگاه فرهنگیان - پردیس فاطمه الزهرا اصفهان - فرهنگیان	27365	7430	نظام جدید	اصفهان	زن
هوشبری - دانشگاه علوم پزشکی ارومیه - روزانه	27439	7450	نظام جدید	تبریز	زن
مامایی - دانشگاه علوم پزشکی کاشان - روزانه	27671	7505	نظام جدید	اصفهان	زن
پرستاری - دانشگاه علوم پزشکی فسا - روزانه	27671	7505	نظام جدید	اصفهان	مرد
حسابداری - دانشگاه پیام نور مرکز شیراز - پیام نور	27671	7505	نظام جدید	شیراز	مرد
علوم آزمایشگاهی - دانشگاه علوم پزشکی کاشان - روزانه	27724	7516	نظام جدید	اصفهان	مرد
علوم آزمایشگاهی - دانشگاه علوم پزشکی بوشهر - روزانه	27751	7520	نظام جدید	شیراز	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی لرستان - خرم آباد - روزانه	27780	7529	نظام جدید	تهران	زن
مدیریت صنعتی - دانشگاه فردوسی مشهد - نوبت دوم (شبانه)	27890	7567	نظام جدید	مشهد	زن
آموزش زیست شناسی - دانشگاه فرهنگیان - پردیس شهید چمران - فرهنگیان	27944	7579	نظام جدید	تهرانسر	مرد
پرستاری - دانشگاه علوم پزشکی ارتش جمهوری اسلامی ایران - روزانه	27968	7583	نظام جدید	مشهد	زن
اقتصاد - دانشگاه خوارزمی - روزانه	28154	7630	نظام جدید	تهران	زن
میکروبیولوژی - دانشگاه الزهرا (ویژه خواهران) -تهران - روزانه	28180	7638	نظام جدید	مشهد	زن
تکنولوژی پرتودرمانی - دانشگاه علوم پزشکی جندی شاپور- اهواز - روزانه	28210	7646	نظام جدید	اصفهان	زن
تکنولوژی اتاق عمل - دانشگاه شاهد-تهران - روزانه	28238	7654	نظام جدید	تهران	مرد
بهداشت عمومی - دانشگاه علوم پزشکی مشهد - روزانه	28298	7667	نظام جدید	مشهد	زن
پرستاری - دانشگاه علوم پزشکی مشهد - پردیس خودگردان یا ظرفیت مازاد	28298	7667	نظام جدید	مشهد	زن
تکنولوژی اتاق عمل - دانشگاه علوم پزشکی خراسان شمالی - بجنورد - روزانه	28444	7701	نظام جدید	مشهد	زن
روانشناسی - دانشگاه شاهد-تهران - روزانه	28444	7701	نظام جدید	تهران	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی بیرجند - روزانه	28471	7707	نظام جدید	مشهد	زن
پرستاری - دانشگاه علوم پزشکی گناباد - روزانه	28523	7719	نظام جدید	مشهد	زن
مامایی - دانشگاه علوم پزشکی گیلان - رشت - روزانه	28796	7785	نظام جدید	تهران	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی اردبیل - روزانه	28898	7811	نظام جدید	تبریز	زن
پرستاری - دانشگاه علوم پزشکی مشهد - روزانه	28950	7823	نظام جدید	تهران	زن
تکنولوژی پرتودرمانی - دانشگاه علوم پزشکی اراک - پردیس خودگردان یا ظرفیت مازاد	29134	7878	نظام جدید	تهران	زن
